"","sp","long","lat","continent","year"
"360","Iris oratoria",-7.03636,38.765293,"EUROPE",2023
"361","Iris oratoria",5.669823,43.448924,"EUROPE",2022
"362","Iris oratoria",-4.611618,36.644801,"EUROPE",2023
"363","Iris oratoria",-3.366673,40.124393,"EUROPE",2023
"364","Iris oratoria",-8.554672,37.284244,"EUROPE",2023
"365","Iris oratoria",-5.093504,37.232752,"EUROPE",2023
"366","Iris oratoria",-8.387318,39.400797,"EUROPE",2023
"367","Iris oratoria",5.559085,43.388331,"EUROPE",2023
"368","Iris oratoria",21.659163,36.969145,"EUROPE",2023
"369","Iris oratoria",-8.017142,38.527227,"EUROPE",2023
"370","Iris oratoria",16.577041,40.761441,"EUROPE",2020
"371","Iris oratoria",-3.124281,36.97779,"EUROPE",2017
"372","Iris oratoria",-2.719983,36.822271,"EUROPE",2017
"373","Iris oratoria",2.848551,43.159893,"EUROPE",2023
"374","Iris oratoria",-6.192883,36.886287,"EUROPE",2023
"375","Iris oratoria",-4.406579,39.323856,"EUROPE",2023
"376","Iris oratoria",-0.500699,39.876747,"EUROPE",2019
"377","Iris oratoria",22.886807,40.419426,"EUROPE",2009
"378","Iris oratoria",-8.916956,38.5166,"EUROPE",2023
"379","Iris oratoria",8.721854,41.910003,"EUROPE",2022
"380","Iris oratoria",23.194679,41.243643,"EUROPE",2023
"381","Iris oratoria",5.38808,43.70533,"EUROPE",2021
"382","Iris oratoria",5.52013,43.68756,"EUROPE",2023
"383","Iris oratoria",-8.729125,38.167032,"EUROPE",2023
"384","Iris oratoria",3.71186,43.58135,"EUROPE",2018
"385","Iris oratoria",1.812042,41.416107,"EUROPE",2023
"386","Iris oratoria",3.723184,43.436928,"EUROPE",2020
"387","Iris oratoria",-7.661359,37.638988,"EUROPE",2018
"388","Iris oratoria",5.221487,43.909672,"EUROPE",2023
"389","Iris oratoria",-7.837358,37.67727,"EUROPE",2023
"390","Iris oratoria",-4.795183,39.212238,"EUROPE",2020
"391","Iris oratoria",1.779426,41.263194,"EUROPE",2023
"392","Iris oratoria",4.0359,43.81389,"EUROPE",2020
"393","Iris oratoria",23.263679,41.454631,"EUROPE",2021
"394","Iris oratoria",2.031029,41.515381,"EUROPE",2023
"395","Iris oratoria",13.616366,37.692239,"EUROPE",2023
"396","Iris oratoria",33.357136,34.910294,"EUROPE",2023
"397","Iris oratoria",4.923769,43.779297,"EUROPE",2021
"398","Iris oratoria",20.679887,38.775162,"EUROPE",2023
"399","Iris oratoria",6.479488,43.501233,"EUROPE",2023
"400","Iris oratoria",6.30868,43.151938,"EUROPE",2023
"401","Iris oratoria",-2.162585,37.346169,"EUROPE",2021
"402","Iris oratoria",6.81852,43.416615,"EUROPE",2019
"403","Iris oratoria",4.724962,43.444195,"EUROPE",2023
"404","Iris oratoria",4.90294,43.97111,"EUROPE",2023
"405","Iris oratoria",9.272061,41.533166,"EUROPE",2020
"406","Iris oratoria",-7.850411,37.024023,"EUROPE",2023
"407","Iris oratoria",-7.796455,37.138016,"EUROPE",2022
"408","Iris oratoria",18.060489,40.269686,"EUROPE",2022
"409","Iris oratoria",-8.44268,37.53207,"EUROPE",2023
"410","Iris oratoria",-8.428542,39.999061,"EUROPE",2023
"411","Iris oratoria",12.402881,41.666451,"EUROPE",2023
"412","Iris oratoria",6.343836,43.386388,"EUROPE",2023
